"discussion_id","comment_id","sentence","comment","A1","A2","A3","A4","A5","total"
"Dd003","#1","An establishment that offers food can avoid happy hour restrictions by leaving their drinks at full-price and discounting their food instead ."," I would love to see bartenders and owners police themselves rather than institute a ban on happy hour prices for alcohol, but the problem is they don't. I can't recall a time when I have ever seen a bartender or owner cut off a customer, even on that was clearly intoxicated. What I experience is constant inquiries as to whether I am ready for another, and sometimes urgings that I am. I am pretty direct about my limits, and tell waiters and bartenders that I'm a light-weight. Two is my limit, and anything more than that I become a ""behavior problem."" I would be a driving, walking and biking problem as well. Increasingly, I find that a second drink is probably ill-advised, especially if I am going to drive. My recommendation is that communities hold bars and restaurant legally accountable if drunk driving investigations included rigorous prosecutions of establishments that over-serve alcohol, when sentences that include bone-crushing fines and jail time. Bars and restaurants are complicit in these crimes because they are knowingly encouraging high consumption of alcohol for their own gain.","0","0","0","0","0","0"
"Dd003","#1","A guest can beat the system by simply patronizing a bar that offers inexpensive drinks during all of its hours of operations ."," I would love to see bartenders and owners police themselves rather than institute a ban on happy hour prices for alcohol, but the problem is they don't. I can't recall a time when I have ever seen a bartender or owner cut off a customer, even on that was clearly intoxicated. What I experience is constant inquiries as to whether I am ready for another, and sometimes urgings that I am. I am pretty direct about my limits, and tell waiters and bartenders that I'm a light-weight. Two is my limit, and anything more than that I become a ""behavior problem."" I would be a driving, walking and biking problem as well. Increasingly, I find that a second drink is probably ill-advised, especially if I am going to drive. My recommendation is that communities hold bars and restaurant legally accountable if drunk driving investigations included rigorous prosecutions of establishments that over-serve alcohol, when sentences that include bone-crushing fines and jail time. Bars and restaurants are complicit in these crimes because they are knowingly encouraging high consumption of alcohol for their own gain.","0","0","0","0","0","0"
"Dd003","#1","We should instead be addressing this issue at the core with responsible service ."," I would love to see bartenders and owners police themselves rather than institute a ban on happy hour prices for alcohol, but the problem is they don't. I can't recall a time when I have ever seen a bartender or owner cut off a customer, even on that was clearly intoxicated. What I experience is constant inquiries as to whether I am ready for another, and sometimes urgings that I am. I am pretty direct about my limits, and tell waiters and bartenders that I'm a light-weight. Two is my limit, and anything more than that I become a ""behavior problem."" I would be a driving, walking and biking problem as well. Increasingly, I find that a second drink is probably ill-advised, especially if I am going to drive. My recommendation is that communities hold bars and restaurant legally accountable if drunk driving investigations included rigorous prosecutions of establishments that over-serve alcohol, when sentences that include bone-crushing fines and jail time. Bars and restaurants are complicit in these crimes because they are knowingly encouraging high consumption of alcohol for their own gain.","1","1","1","0","1","4"
"Dd003","#1","In lieu of happy hour bans , I 'd like to see legislature that requires all food and beverage establishments to annually certify all employees who serve alcohol through an accredited alcohol management program ."," I would love to see bartenders and owners police themselves rather than institute a ban on happy hour prices for alcohol, but the problem is they don't. I can't recall a time when I have ever seen a bartender or owner cut off a customer, even on that was clearly intoxicated. What I experience is constant inquiries as to whether I am ready for another, and sometimes urgings that I am. I am pretty direct about my limits, and tell waiters and bartenders that I'm a light-weight. Two is my limit, and anything more than that I become a ""behavior problem."" I would be a driving, walking and biking problem as well. Increasingly, I find that a second drink is probably ill-advised, especially if I am going to drive. My recommendation is that communities hold bars and restaurant legally accountable if drunk driving investigations included rigorous prosecutions of establishments that over-serve alcohol, when sentences that include bone-crushing fines and jail time. Bars and restaurants are complicit in these crimes because they are knowingly encouraging high consumption of alcohol for their own gain.","0","1","0","0","0","1"
"Dd003","#1","New hires should be put through the program before they start ."," I would love to see bartenders and owners police themselves rather than institute a ban on happy hour prices for alcohol, but the problem is they don't. I can't recall a time when I have ever seen a bartender or owner cut off a customer, even on that was clearly intoxicated. What I experience is constant inquiries as to whether I am ready for another, and sometimes urgings that I am. I am pretty direct about my limits, and tell waiters and bartenders that I'm a light-weight. Two is my limit, and anything more than that I become a ""behavior problem."" I would be a driving, walking and biking problem as well. Increasingly, I find that a second drink is probably ill-advised, especially if I am going to drive. My recommendation is that communities hold bars and restaurant legally accountable if drunk driving investigations included rigorous prosecutions of establishments that over-serve alcohol, when sentences that include bone-crushing fines and jail time. Bars and restaurants are complicit in these crimes because they are knowingly encouraging high consumption of alcohol for their own gain.","0","0","0","0","0","0"
"Dd003","#1","I 've participated in a number of such certifications , and I require that my entire staff be certified ."," I would love to see bartenders and owners police themselves rather than institute a ban on happy hour prices for alcohol, but the problem is they don't. I can't recall a time when I have ever seen a bartender or owner cut off a customer, even on that was clearly intoxicated. What I experience is constant inquiries as to whether I am ready for another, and sometimes urgings that I am. I am pretty direct about my limits, and tell waiters and bartenders that I'm a light-weight. Two is my limit, and anything more than that I become a ""behavior problem."" I would be a driving, walking and biking problem as well. Increasingly, I find that a second drink is probably ill-advised, especially if I am going to drive. My recommendation is that communities hold bars and restaurant legally accountable if drunk driving investigations included rigorous prosecutions of establishments that over-serve alcohol, when sentences that include bone-crushing fines and jail time. Bars and restaurants are complicit in these crimes because they are knowingly encouraging high consumption of alcohol for their own gain.","0","0","1","0","0","1"
"Dd003","#1","Every establishment has an obligation to ensure the safety of its guests at all times -- not solely during happy hour ."," I would love to see bartenders and owners police themselves rather than institute a ban on happy hour prices for alcohol, but the problem is they don't. I can't recall a time when I have ever seen a bartender or owner cut off a customer, even on that was clearly intoxicated. What I experience is constant inquiries as to whether I am ready for another, and sometimes urgings that I am. I am pretty direct about my limits, and tell waiters and bartenders that I'm a light-weight. Two is my limit, and anything more than that I become a ""behavior problem."" I would be a driving, walking and biking problem as well. Increasingly, I find that a second drink is probably ill-advised, especially if I am going to drive. My recommendation is that communities hold bars and restaurant legally accountable if drunk driving investigations included rigorous prosecutions of establishments that over-serve alcohol, when sentences that include bone-crushing fines and jail time. Bars and restaurants are complicit in these crimes because they are knowingly encouraging high consumption of alcohol for their own gain.","1","1","1","1","1","5"
"Dd003","#2","Responsible Service Makes Sense , Happy Hour Bans ` t ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","1","0","0","0","1"
"Dd003","#2","In the beginning of my career as a bartender , I worked in a solid establishment with great food and beverages that offered a happy hour ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","I appreciated it because it brought in clientele fairly early in the evening when bars are often quiet ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","During that hour , the average check was two drinks per person , and they frequently would order an appetizer ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","After it was over , some guests stayed on and ordered a meal ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","But more often than not , many of the guests made their way home without much fanfare ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","Yet , happy hour or not , the one thing that I was always diligent about was serving water and frequently checking in with my guests to make sure that they were in good shape ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","One of the owners was always on-premise and frequently checked in at the bar to ensure all was going well ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","In general , offering food and water and frequent check-in 's with one 's patrons is not just a good preventative -- at the core , it 's simply responsible hospitality ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","At this point in my career as an bar owner , I can appreciate it for similar reasons ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","From a financial perspective , bars can often be fairly quiet places the first hour or two after opening ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","Now , when various states are considering a minimum wage increase to $ 15 an hour , a short selection of drinks offered at a slight discount can help to stimulate business and offset costs ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","It 's a bit narrowminded to think that a happy hour ban is going to drastically reduce problems ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","1","1","0","0","1","3"
"Dd003","#2","An establishment that offers food can avoid happy hour restrictions by leaving their drinks at full-price and discounting their food instead ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","A guest can beat the system by simply patronizing a bar that offers inexpensive drinks during all of its hours of operations ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","1","1","0","0","0","2"
"Dd003","#2","We should instead be addressing this issue at the core with responsible service ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","1","1","0","0","2"
"Dd003","#2","In lieu of happy hour bans , I 'd like to see legislature that requires all food and beverage establishments to annually certify all employees who serve alcohol through an accredited alcohol management program ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","1","1","1","1","1","5"
"Dd003","#2","New hires should be put through the program before they start ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","1","1","1","1","1","5"
"Dd003","#2","I 've participated in a number of such certifications , and I require that my entire staff be certified ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","0","0","0","0","0","0"
"Dd003","#2","Every establishment has an obligation to ensure the safety of its guests at all times -- not solely during happy hour ."," Alcohol Server Training for bar staff is the key. Staff need to learn to identify the visible signs of intoxication( i.e. slurred speech, excessive ordering of drinks, confusion etc.,) etc. and stop service using different techniques ( wipe and swipe, ""can I get you a cup of coffee?"", ""no more for you"" etc.,) If all bar employees are required ( as in Oregon) to complete the class and get certified a lot of drunk driving and other alcohol related behavior can be eliminated. In Oregon, since the bar owner who serves the last alcoholic beverage can be held liable in the event the patron causes injury, property damage or death, certification is a closely monitored and supported activity by the food and wine industry. Eliminating Happy Hour won't solve the problem. People will find other ways to drink if they are so inclined.","1","1","0","0","0","2"
"Dd003","#3","Responsible Service Makes Sense , Happy Hour Bans ` t ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","In the beginning of my career as a bartender , I worked in a solid establishment with great food and beverages that offered a happy hour ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","I appreciated it because it brought in clientele fairly early in the evening when bars are often quiet ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","During that hour , the average check was two drinks per person , and they frequently would order an appetizer ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","After it was over , some guests stayed on and ordered a meal ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","But more often than not , many of the guests made their way home without much fanfare ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","1","0","0","0","1"
"Dd003","#3","Yet , happy hour or not , the one thing that I was always diligent about was serving water and frequently checking in with my guests to make sure that they were in good shape ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","One of the owners was always on-premise and frequently checked in at the bar to ensure all was going well ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","In general , offering food and water and frequent check-in 's with one 's patrons is not just a good preventative -- at the core , it 's simply responsible hospitality ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","At this point in my career as an bar owner , I can appreciate it for similar reasons ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","From a financial perspective , bars can often be fairly quiet places the first hour or two after opening ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
"Dd003","#3","Now , when various states are considering a minimum wage increase to $ 15 an hour , a short selection of drinks offered at a slight discount can help to stimulate business and offset costs ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","1","1"
"Dd003","#3","It 's a bit narrowminded to think that a happy hour ban is going to drastically reduce problems ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","1","0","0","0","0","1"
"Dd003","#3","An establishment that offers food can avoid happy hour restrictions by leaving their drinks at full-price and discounting their food instead ."," If the city were filled only with bars like yours, or with neighborhood bars where patrons are known and don't have to drive home, fine. But it's filled with many other less conscientious joints as well. This means a return to happy hours would need to include mandatory server training for all establishments, monitored and sanctioned if patrons routinely get drunk and cause trouble. Let me just take a wild guess that mandatory RBS and a serious public program to administer it (paid by fees collected from participating establishments) are not part of the proposal to return to happy hours. When serious RBS is part of the proposal, you can make your case. Otherwise, a significant part of your competition will drown you out with cheap loud troublesome booze and the old troubles will re-emerge. How soon we all forget!","0","0","0","0","0","0"
